Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Collision,pred
85.0431603088443,D,B,0,1,0,C,1,2,5.353963790420558,C,C,1,1,1,B,0,5,Нет,0
87.91401421294022,D,A,0,1,1,C,1,2,0.4711124364607078,B,A,1,0,0,D,1,5,Нет,1
60.20790469754317,C,A,1,0,0,A,1,4,50.42649860573627,D,C,1,0,1,D,1,1,Нет,0
47.877091093594096,A,C,0,1,0,B,1,1,79.9798305472359,A,B,0,0,0,B,0,4,Да,1
73.72833958851878,C,D,1,1,1,D,0,5,72.19400630309283,D,A,0,0,1,B,1,4,Нет,0
11.024518780420156,C,D,1,0,0,C,0,3,57.57098682414586,C,D,0,0,0,D,1,5,Да,1
23.339043281374423,C,A,1,0,1,C,1,5,37.22095047917765,B,B,0,0,1,C,1,4,Да,1
19.16628082151676,D,C,0,1,1,A,0,5,92.11008990128232,B,D,1,1,1,C,0,3,Нет,0
87.98419311965412,C,D,1,1,0,D,0,2,63.14432668981373,A,D,0,0,0,B,1,5,Нет,1
20.53673273544693,A,C,0,0,0,C,1,4,87.70560554756514,D,B,0,1,0,C,0,3,Нет,0
46.29963640814682,B,D,0,0,0,A,1,4,65.71965649131232,D,B,0,1,0,C,0,2,Нет,0
20.540313696596748,B,C,1,0,0,C,1,4,11.896045567703872,B,C,0,0,1,D,1,5,Да,1
16.286695269903582,D,A,0,1,0,B,0,5,76.73453785223543,B,B,1,0,1,B,0,1,Нет,0
45.80332951329061,A,C,0,0,0,B,1,4,57.17366337672664,B,D,1,1,0,D,0,2,Нет,0
53.13674845236673,A,D,1,1,1,C,1,2,19.87548811608718,C,B,0,1,1,D,1,4,Нет,1
85.81459262712873,A,A,0,1,0,B,0,2,96.47757197005124,D,C,0,0,1,A,1,2,Нет,0
